source	target	source_gene	target_gene
A0A7M7R931	Q5VVQ6	552263	YOD1
A0A7M7R8Q3	P22695	552671	UQCRC2
A0A7M7MKX9	P35269	LOC727088	GTF2F1
A0A7M7R859	O95801	551730	TTC4
A0A7M7G3E2	Q8NCW5	LOC727471	NAXE
A0A7M7MT67	Q9Y3C6	LOC727378	PPIL1
A0A7M7LSY1	Q16635	LOC550948	TAZ
A0A7M7LRR7	Q9BTV6	LOC100577136	DPH7
A0A7M7SPZ9	Q9Y221	LOC113218983	NIP7
A0A7M7GYJ3	Q96CB9	LOC102655259	NSUN4
A0A7M7L7V7	Q9H300	LOC412194	PARL
A0A7M7TFG5	Q13561	412267	DCTN2
A0A7M7TG08	P62266	552272	RPS23
A0A7M7FZF5	Q9BYD3	725062	MRPL4
A0A7M7R791	Q96EB1	LOC411156	ELP4
A0A7M7R2Z2	Q16763	408708	UBE2S
A0A7M7R8H8	Q9P015	412367	MRPL15
A0A7M7KZF2	Q6IAN0	410952	DHRS7B
A0A7M7IR47	Q9BUR4	LOC411839	WRAP53
A0A7M7R9P9	Q9NQZ2	LOC413529	UTP3
A0A7M7TFF6	O00303	413145	EIF3F
A0A7M7G392	Q9H7H0	LOC727122	METTL17
A0A7M7R5V8	P46060	411909	RANGAP1
A0A7M7GV85	O96014	LOC725511	WNT11
A0A7M7H188	O60671	LOC551008	RAD1
A0A7M7G070	P62249	726439	RPS16
A0A7M7IML1	Q96AB6	412885	NTAN1
A0A7M7LN38	Q14165	LOC727596	MLEC
A0A7M7IEL2	Q9Y385	409794	UBE2J1
A0A7M7LSK8	Q7L590	LOC725632	MCM10
A0A7M7R9C5	P40429	551418	RPL13A
A0A7M7MPA5	P98073	LOC412101	TMPRSS15
A0A7M7MU17	P78330	412674	PSPH
A0A7M7R987	P32969	551107	RPL9
A0A7M7R8T2	P82673	551939	MRPS35
A0A7M7LMT9	P62280	724868	RPS11
A0A7M7GVZ7	Q86U42	409558	PABPN1
A0A7M7R525	Q3ZCQ8	408569	TIMM50
A0A7M7L7P5	Q9C0B7	LOC411638	TANGO6
A0A7M7R8X9	Q86W50	552510	METTL16
A0A7M7GZH3	P22061	409488	PCMT1
A0A7M7R881	P07992	LOC551316	ERCC1
A0A7M7IEE6	Q6DHV7	410833	ADAL
A0A7M7R582	P63208	409234	SKP1
A0A7M7FYG0	Q96QT6	725317	PHF12
A0A7M7MTW9	Q6SA08	LOC411779	TSSK4
U3KR34	Q9UNL2	552295	SSR3
A0A7M7TEY5	Q96B02	409100	UBE2W
A0A7M7TFF8	Q9BW85	413184	YJU2
A0A7M7MV08	Q9Y2G5	LOC113218534	POFUT2
A0A7M7FZC1	Q9BX95	726784	SGPP1
A0A7M7R6J3	Q96H78	410612	SLC25A44
A0A7M7L0R9	Q96DC8	LOC551537	ECHDC3
A0A7M7MV17	Q8WTW3	LOC727228	COG1
A0A7M7LPK8	Q86UB9	726102	TMEM135
A0A7M7G0B9	Q9UG56	LOC727050	PISD
A0A7M7RC85	O76024	552818	WFS1
A0A7M7IIH8	Q96EC8	413898	YIPF6
A0A7M7G2P4	Q6W5P4	LOC726935	NPSR1
A0A7M7R2Z9	Q96GF1	408751	RNF185
A0A7M7GST1	Q9NQC8	LOC413068	IFT46
A0A7M7RAY8	Q15631	413794	TSN
A0A7M7G7F0	P62987	725943	UBA52
A0A7M7R894	Q8WWV3	411304	RTN4IP1
A0A7M7LSA5	Q86WA6	LOC410993	BPHL
A0A7M7G8E4	Q9H237	LOC726113	PORCN
A0A7M7GPC5	Q6TCH7	LOC408805	PAQR3
A0A7M7G8Y0	Q9NQQ7	LOC727001	SLC35C2
A0A7M7R7N2	Q96KB5	LOC551365	PBK
A0A7M7R3W0	Q96I25	409696	RBM17
A0A7M7L124	Q4L235	LOC411766	AASDH
A0A7M7TFC8	Q71SY5	411545	MED25
A0A7M7GJB8	O75431	726364	MTX2
A0A7M7TG38	Q9BZD2	552653	SLC29A3
A0A7M7FZJ2	Q6UWP7	LOC727539	LCLAT1
A0A7M7R6Q2	Q969M7	411077	UBE2F
A0A7M7TEV7	Q9BTD8	408620	RBM42
A0A7M7MM16	Q96S52	LOC413664	PIGS
A0A7M7GV04	Q99653	408982	CHP1
A0A7M7R8W3	O75586	552449	MED6
A0A7M7R9H2	P24534	552649	EEF1B2
A0A7M7TFA6	Q96AG3	411142	SLC25A46
A0A7M7SQ30	Q15382	LOC409036	RHEB
A0A7M7R707	Q8N6T3	411477	ARFGAP1
A0A7M7TF97	Q9Y399	411862	MRPS2
A0A7M7MPB1	Q9H7Z7	LOC726977	PTGES2
A0A7M7GTU4	Q9UH92	412452	MLX
A0A7M7R6S6	P52298	413877	NCBP2
A0A7M7R9M2	Q16204	551682	CCDC6
A0A7M7M0V1	Q9H4I3	413724	TRABD
A0A7M7LK38	Q8N543	725925	OGFOD1
A0A7M7R9E2	O43513	413179	MED7
A0A7M7GBE1	Q6DKJ4	LOC100576333	NXN
A0A7M7MQB6	Q13572	LOC551726	ITPK1
A0A7M7GPT2	Q7Z333	LOC725908	SETX
A0A7M7R936	O95249	413915	GOSR1
A0A7M7GVM2	Q99426	726139	TBCB
A0A7M7L0J2	O60573	LOC551173	EIF4E2
A0A7M7LN49	Q969W1	412024	ZDHHC16
A0A7M7GZ19	Q13247	LOC408309	SRSF6
A0A7M7GLJ2	Q9BV38	102654594	WDR18
A0A7M7FYX9	O15145	725678	ARPC3
A0A7M7M0D7	P49756	LOC408705	RBM25
A0A7M7RA95	Q9H477	551282	RBKS
A0A7M7R3A7	Q99437	409074	ATP6V0B
A0A7M7GTK8	Q15007	552833	WTAP
A0A7M7GTA1	Q9BVK8	408819	TMEM147
A0A7M7GT40	Q9BSY9	LOC550664	DESI2
A0A7M7G9Z0	Q9BY32	726205	ITPA
A0A7M7GKD0	Q16795	LOC551866	NDUFA9
A0A7M7IFE2	O43708	411088	GSTZ1
A0A7M7G0F1	Q9UIF3	727267	TEKT2
A0A7M7R5E7	Q13952	408615	NFYC
A0A7M7H098	Q9NRN9	LOC726163	METTL5
A0A7M7TFZ9	Q96KC8	552151	DNAJC1
A0A7M7R5J7	Q96FX7	411509	TRMT61A
A0A7M7SQY9	Q96NY9	LOC725951	MUS81
A0A7M6UGK3	Q7LBR1	Chmp1	CHMP1B
A0A7M7MG39	Q9ULP9	413791	TBC1D24
A0A7M7R7U2	Q9NV31	LOC551413	IMP3
A0A7M7TFW1	P62841	551644	RPS15
A0A7M7H0Q1	P50053	LOC726522	KHK
A0A7M7IW26	Q86YN1	552373	DOLPP1
A0A7M7GUF2	Q3SXM5	LOC410227	HSDL1
A0A7M7MM34	Q7RTV0	LOC724320	PHF5A
A0A7M7TFC1	O14735	411408	CDIPT
A0A7M7H180	Q5TFE4	LOC102655971	NT5DC1
A0A7M7GZY6	Q330K2	LOC726383	NDUFAF6
A0A7M7R4A8	Q13371	410223	PDCL
A0A7M7FYU2	Q9NUP7	LOC724635	TRMT13
A0A7M7RC14	P13984	551470	GTF2F2
A0A7M7R442	P49721	409978	PSMB2
A0A7M7R6X3	O95159	411081	ZFPL1
A0A7M7RAK6	P43307	LOC551353	SSR1
A0A7M7RAQ0	Q96C86	LOC552284	DCPS
A0A7M7MMC9	Q9NX46	LOC411423	ADPRHL2
A0A7M7GUZ4	O75716	412070	STK16
A0A7M7RBC9	Q5HYI8	552042	RABL3
A0A7M7IHS9	Q08623	725653	PUDP
A0A7M7TG30	O15498	552555	YKT6
A0A7M7R4K4	Q9P013	408632	CWC15
A0A7M7GL79	Q9NR50	411974	EIF2B3
A0A7M7TFD7	Q7Z7C8	LOC411742	TAF8
A0A7M7GAV8	Q9BPZ7	LOC724509	MAPKAP1
A0A7M7LN33	Q9P035	413078	HACD3
A0A7M7R6U2	Q9Y2W2	411218	WBP11
A0A7M7R5I9	Q9NZJ6	412082	COQ3
A0A7M7GA11	O75528	411658	TADA3
A0A7M7IF18	Q9H0F7	LOC102655466	ARL6
A0A7M7RAI5	P43234	LOC551290	CTSO
A0A7M7GQ90	P09001	552676	MRPL3
A0A7M7GWJ2	Q9HC21	727424	SLC25A19
A0A7M7R7Y2	Q96NC0	551832	ZMAT2
A0A7M7G2P0	Q96LW4	726041	PRIMPOL
A0A7M7R586	Q9UMR5	408426	PPT2
A0A7M7R6W9	Q8WUJ0	411320	STYX
A0A7M7GJY4	Q92506	LOC552493	HSD17B8
A0A7M7TFL5	Q9UM13	413293	ANAPC10
A0A7M7R688	Q2M296	412407	MTHFSD
A0A7M7L3H8	Q66GS9	LOC725707	CEP135
A0A7M7TFQ8	A1Z1Q3	408589	MACROD2
A0A7M7MN25	Q8N1F8	LOC551422	STK11IP
A0A7M7TFR9	O95336	551785	PGLS
A0A7M7R4Y3	Q8N5X7	409079	EIF4E3
A0A7M7SRH0	Q16878	LOC726371	CDO1
A0A7M7IWS7	Q8WVS4	LOC726566	WDR60
A0A7M7G2B2	O75880	LOC726314	SCO1
A0A7M7LNB9	Q53HV7	413439	SMUG1
A0A7M7IG08	O15527	107964412	OGG1
A0A7M7G8N3	Q9H222	726513	ABCG5
A0A7M7RB62	P61758	551893	VBP1
A0A7M7L1X1	Q9C093	LOC100577436	SPEF2
A0A7M7TF81	Q96FB5	410673	RRNAD1
A0A7M7LK91	P62244	551125	RPS15A
A0A7M7LK95	Q86X95	724875	CIR1
A0A7M7GU13	Q9Y664	LOC102653773	KPTN
A0A7M7ISU4	Q9H4Q3	LOC102656356	PRDM13
A0A7M7GV48	Q9Y3E7	410607	CHMP3
A0A7M7R2P7	Q8N9H8	LOC408336	EXD3
A0A7M7GTI8	Q8NHU6	726241	TDRD7
A0A7M7RD77	Q9H7X0	552443	NAA60
A0A7M7GTG7	Q15363	552602	TMED2
A0A7M7R5Y1	Q3YBR2	412016	TBRG1
A0A7M7GRU2	P52434	102655904	POLR2H
A0A7M7R8B1	Q8N1G4	411407	LRRC47
A0A7M7TFM5	Q6P2C8	413495	MED27
A0A7M7TEY3	Q9NVS9	409066	PNPO
A0A0H3V2Z7	Q96JJ7	LOC726237	TMX3
A0A7M7R303	Q9BT40	408730	INPP5K
A0A7M7SNL9	Q9NZ63	LOC551293	C9orf78
A0A7M7R7R6	A6NDG6	410071	PGP
A0A7M7R940	O43617	412710	TRAPPC3
A0A7M7R847	Q9H0E2	552034	TOLLIP
A0A7M7LM92	Q9H0W8	411774	SMG9
A0A7M7G2G0	Q70Z53	726509	FRA10AC1
A0A7M7FZA5	Q96SK2	LOC726869	TMEM209
A0A7M7L369	Q9BQI3	LOC552472	EIF2AK1
A0A7M7MK97	Q7L1T6	LOC410936	CYB5R4
A0A7M7R5L9	Q9HAB8	411581	PPCS
A0A7M7LSP1	Q96DV4	410727	MRPL38
A0A7M7LNM7	Q6P2P2	100577481	PRMT9
A0A7M7IF20	Q96M27	LOC100188940	PRRC1
A0A7M7IK32	Q9NUL7	LOC552664	DDX28
A0A7M7MXL9	O94913	LOC409322	PCF11
A0A7M7L431	Q8TDR0	LOC551464	TRAF3IP1
A0A7M7GMJ4	Q9UJA5	LOC102655836	TRMT6
A0A7M7TFU2	Q9BXY0	551383	MAK16
A0A7M7IP73	Q9NVF7	LOC726708	FBXO28
A0A7M7TFG4	Q16186	413299	ADRM1
A0A7M7IHV7	Q96SD1	LOC726638	DCLRE1C
A0A7M7IKN8	Q8NA54	LOC107966047	IQUB
A0A7M7FYS2	Q9NTM9	725954	CUTC
A0A7M7R7T0	O75143	551384	ATG13
A0A7M7R609	Q9Y256	409333	RCE1
A0A7M7R8K8	O14530	LOC551696	TXNDC9
A0A7M7FYQ1	Q9Y5Y5	725764	PEX16
A0A7M7L530	Q7Z695	LOC726776	ADCK2
A0A7M7R8I1	Q9Y5S9	411778	RBM8A
A0A7M7R4G2	Q53H82	408355	LACTB2
A0A7M7RB20	O95905	552511	ECD
A0A7M7R7K6	O60906	412170	SMPD2
A0A7M7LQM2	Q92766	100577174	RREB1
A0A7M7GPQ8	O75663	412696	TIPRL
A0A7M7H452	Q96H72	LOC410710	SLC39A13
A0A7M7R6U8	Q8NFH4	LOC413343	NUP37
A0A7M6UVP7	Q99807	409224	COQ7
A0A7M7TET5	Q9BUE0	408728	MED18
A0A7M7GUD0	Q9Y234	LOC551712	LIPT1
A0A7M7SSD3	Q4AC94	LOC725376	C2CD3
A0A7M7TFS8	Q2M3R5	412661	SLC35G1
A0A7M7TFJ7	P62380	LOC412919	TBPL1
A0A7M7G139	P46778	726056	RPL21
A0A7M7LMY9	P33981	100577120	TTK
A0A7M7R8F2	Q7L273	LOC412259	KCTD9
A0A7M7L0Z4	Q7L5A8	LOC726585	FA2H
A0A7M7MMM5	Q8IWG1	LOC409463	WDR63
A0A7M7GP26	P49683	727324	PRLHR
A0A7M7H028	Q5VTB9	LOC725092	RNF220
A0A7M7TFZ0	Q8N5A5	552022	ZGPAT
A0A7M7R3C8	Q9H1K1	409130	ISCU
A0A7M7KY49	O75340	408672	PDCD6
A0A7M7GQQ6	P30085	LOC100578311	CMPK1
A0A7M7R2H6	Q9UBP9	408480	GULP1
A0A7M7MVA9	Q5T013	LOC102654610	HYI
A0A7M7R867	Q96N66	LOC413305	MBOAT7
A0A7M7RA69	Q9BTV4	552246	TMEM43
A0A7M7TF80	Q5SRE5	LOC411474	NUP188
A0A7M7R4X6	Q9C0E8	410702	LNPK
A0A7M7RA15	Q9H1A3	551114	METTL9
Q8WRF3	P62910	RpL32	RPL32
A0A7M7H1Z3	Q8N3R3	412457	TCAIM
A0A7M7R650	Q86UC2	LOC410202	RSPH3
A0A7M7GLM4	Q96LT9	550858	RNPC3
A0A7M7TEZ2	Q8NHP6	409739	MOSPD2
A0A7M7R805	Q9BVA0	410348	KATNB1
A0A7M7L3V5	Q8NDM7	LOC100576179	CFAP43
A0A7M7TF22	Q9H974	LOC410295	QTRT2
A0A7M7GU88	P55769	102655272	SNU13
A0A7M7GDN5	Q9P2Y5	LOC100578537	UVRAG
A0A7M7RAA1	Q9BRN9	551791	TM2D3
A0A7M7R5E4	Q13686	LOC408980	ALKBH1
A0A7M7R4D0	Q9BX73	408370	TM2D2
A0A7M7LN35	Q15814	724928	TBCC
A0A7M7IR22	Q9Y2M0	LOC100577784	FAN1
A0A7M7KZW4	Q9H3N1	LOC414042	TMX1
A0A7M7IT70	Q6ZP65	LOC410851	BICDL1
A0A7M7GMS4	Q5VTH9	100576290	WDR78
A0A7M7R799	Q86WR0	551148	CCDC25
A0A7M7G6Z8	P10155	724212	TROVE2
A0A7M7GLX9	Q6UWE0	LOC412236	LRSAM1
A0A7M7MWF6	Q9NY61	LOC726685	AATF
A0A7M7R902	Q15526	413781	SURF1
A0A7M6USY8	Q8NEJ9	552729	NGDN
A0A7M7H149	Q8IWE4	102654871	DCUN1D3
A0A7M7R7K2	Q9H0R3	LOC410283	TMEM222
A0A7M7R695	Q9UPM9	410483	B9D1
A0A7M7L1H4	Q9NRP0	LOC725266	OSTC
A0A7M7R617	Q96CD2	412189	PPCDC
A0A7M7GU73	Q13439	LOC725689	GOLGA4
A0A7M7TF30	O75352	410429	MPDU1
A0A7M7R6I3	Q96G97	410854	BSCL2
A0A7M7R9J2	Q9BT04	LOC552698	FUZ
A0A7M7TFX4	Q13526	LOC551817	PIN1
A0A7M7MQN3	Q9UL36	LOC408332	ZNF236
A0A7M7G714	Q9HC36	724247	MRM3
A0A7M7R769	Q9Y5R4	409833	HEMK1
A0A7M7GII7	Q9NPD3	LOC412345	EXOSC4
A0A7M7IS32	O76003	409355	GLRX3
A0A7M7GYJ4	Q15050	411192	RRS1
A0A7M7GTY5	Q9NS91	725208	RAD18
A0A7M7TFF7	Q9BU70	LOC412107	TRMO
A0A7M7MWW1	Q9Y3A0	725105	COQ4
A0A7M7GJG3	Q9BUB4	551302	ADAT1
A0A7M7R9T0	Q9BRX9	LOC551339	WDR83
A0A7M7ISC6	Q96DP5	LOC726626	MTFMT
A0A7M7IFG6	Q6PJ21	LOC726828	SPSB3
A0A7M7L5D1	Q16774	LOC552023	GUK1
A0A7M7R7D5	O00217	551078	NDUFS8
A0A7M7RA10	P62316	LOC414039	SNRPD2
A0A7M7LK28	Q9UHA3	100576457	RSL24D1
A0A7M7IKY7	Q8NA58	551033	PNLDC1
A0A7M7GZV7	Q5JTW2	102653680	CEP78
A0A7M7LN64	P55316	724740	FOXG1
A0A7M7MP77	Q92696	LOC726983	RABGGTA
A0A7M7RC75	Q9Y3D0	LOC552791	CIAO2B
A0A7M7TF56	Q5SRE7	410288	PHYHD1
A0A7M7GAM8	O15391	100578927	YY2
A0A7M7H1D0	Q7Z3B3	411539	KANSL1
A0A7M7IMQ5	P62877	408691	RBX1
A0A7M7TF98	O00762	410992	UBE2C
A0A7M7L554	Q9Y365	LOC412361	STARD10
A0A7M7H5J0	Q9Y5Q8	727205	GTF3C5
A0A7M7SRX9	Q86UF1	LOC725505	TSPAN33
A0A7M7GVC3	P82675	411103	MRPS5
A0A7M7TFE6	Q07973	411893	CYP24A1
A0A7M7GQW2	Q53FT3	410017	HIKESHI
A0A7M7G8Y9	P61009	727074	SPCS3
A0A7M7GWI8	Q14181	LOC724926	POLA2
A0A7M7R5M2	P23025	LOC412240	XPA
A0A7M7R6K2	Q9NQT5	413313	EXOSC3
A0A7M7RB55	Q8NFV4	414038	ABHD11
A0A7M7H382	Q9ULC3	410157	RAB23
A0A7M7TFI4	Q8N5M1	LOC413714	ATPAF2
A0A7M7LSQ1	O94888	409820	UBXN7
A0A7M7GQ86	Q9H0E9	411727	BRD8
A0A7M7GLT5	Q6ZUK4	LOC552631	TMEM26
A0A7M7L4Y1	Q9H6T3	LOC727022	RPAP3
A0A7M7R890	Q6ZNA5	LOC413128	FRRS1
A0A7M7GJD4	P36954	412547	POLR2I
A0A7M7GUX8	Q9UI43	412247	MRM2
A0A7M7IS67	Q8IVI9	409604	NOSTRIN
A0A7M7R4J4	Q15005	410218	SPCS2
A0A7M7R3T1	Q9BZV1	409584	UBXN6
A0A7M7GS28	Q9NVV4	LOC551561	MTPAP
A0A7M7MNS5	Q9NTX7	LOC113219004	RNF146
A0A7M7IKF7	Q70HW3	409508	SLC25A26
A0A7M7MMA0	Q5EBL4	LOC410142	RILPL1
A0A7M7FYP7	Q4G0J3	724474	LARP7
A0A7M7GWF9	Q9Y3A2	LOC725143	UTP11
A0A7M7R985	O00115	413489	DNASE2
A0A7M7R6R2	P32321	LOC408883	DCTD
A0A7M7FYR4	Q9BVL2	LOC725896	NUP58
A0A7M7MWE7	O95149	LOC551281	SNUPN
A0A7M7TF44	Q9Y3D8	410676	AK6
A0A7M7GLH5	Q02878	409479	RPL6
A0A7M7TFY5	Q969Q5	552730	RAB24
A0A7M7IFR8	Q96EW2	LOC725898	HSPBAP1
A0A7M7GUL9	Q7Z4Q2	LOC724506	HEATR3
A0A7M7IIE4	Q9Y2W6	551474	TDRKH
A0A7M7H4I7	Q9NQV6	412574	PRDM10
A0A7M7R344	Q15369	409140	ELOC
A0A7M7IIC0	Q53GQ0	725258	HSD17B12
A0A7M7L5I2	Q99598	LOC725867	TSNAX
A0A7M7GPL7	Q9BY42	409254	RTFDC1
A0A7M7R731	Q9Y320	LOC411391	TMX2
A0A7M7MG37	Q9NX36	LOC551875	DNAJC28
A0A7M7R4V5	Q5XUX1	408843	FBXW9
A0A7M7MLW2	O43670	412254	ZNF207
A0A7M7R7I1	Q14257	LOC410216	RCN2
A0A7M7MLM5	O95613	LOC409243	PCNT
A0A7M7MKZ3	Q9BQC3	LOC726363	DPH2
A0A7M7R794	Q9Y394	411863	DHRS7
A0A7M6UDS2	P00441	409398	SOD1
A0A7M7R809	Q8WV99	412318	ZFAND2B
A0A7M7TFP8	Q8IUZ0	LOC414043	LRRC49
A0A7M7LTH2	Q9Y4R8	LOC413132	TELO2
A0A7M7MLM7	Q7Z3E5	LOC725065	ARMC9
A0A7M7R906	Q9BRJ2	552656	MRPL45
A0A7M7MR22	Q8TBF4	552308	ZCRB1
A0A7M7R7G7	Q9H6Y2	551345	WDR55
A0A7M7GUW9	Q96FM1	412085	PGAP3
A0A7M7R8E1	P55061	552282	TMBIM6
A0A7M7R9J8	Q9NXW9	551104	ALKBH4
A0A7M7FZT1	P82650	LOC726000	MRPS22
A0A7M7L3C8	Q5T1M5	LOC100579053	FKBP15
A0A7M7R649	Q9NXR7	412589	BABAM2
A0A7M7GU89	P43897	408352	TSFM
A0A7M7GX23	Q8N960	725589	CEP120
A0A7M7MQV9	Q14318	LOC550701	FKBP8
A0A7M7R352	Q9NZZ3	LOC408939	CHMP5
A0A7M7MN41	Q8N9W5	LOC100577358	DNAAF3
A0A7M7R370	P49755	LOC409026	TMED10
A0A7M7MUA6	Q5UIP0	LOC100577739	RIF1
A0A7M7LMR3	Q6NUQ4	726030	TMEM214
A0A7M7L4B3	O14662	LOC725897	STX16
A0A7M7MPM1	Q9UJJ7	LOC100576531	RPUSD1
A0A7M7R5G5	Q9BSL1	411718	UBAC1
A0A7M7GNL4	P25398	LOC552266	RPS12
A0A7M7MN57	O00623	552596	PEX12
A0A7M7GVM3	Q5T653	LOC552641	MRPL2
A0A7M7L400	O96006	LOC727528	ZBED1
A0A7M7GWW9	Q9Y2V0	724306	C15orf41
A0A7M7IGZ1	P29692	409015	EEF1D
A0A7M7H4C0	Q9BWT6	551820	MND1
A0A7M7G8U3	Q7Z7B1	726815	PIGW
A0A7M7LPU7	Q70IA6	408876	MOB2
A0A7M7GSS6	Q9HAV7	LOC551769	GRPEL1
A0A7M7IJC1	Q86W42	LOC725830	THOC6
A0A7M7R3T0	Q5W111	409600	SPRYD7
A0A7M7GQF3	P62699	724141	YPEL5
Q7YU97	P27449	vha16	ATP6V0C
A0A7M7R7R0	Q9NX07	551421	TRNAU1AP
A0A7M7R5X1	P43487	412315	RANBP1
A0A7M7MMX4	Q9NRN7	LOC113218957	AASDHPPT
A0A7M7MQD0	Q9NP50	LOC413309	SINHCAF
A0A7M7IS68	Q9H6K1	551962	C6orf106
A0A7M7R6F9	Q9UJA2	409698	CRLS1
A0A7M7R3T9	P62750	409637	RPL23A
A0A7M7II67	P11831	724322	SRF
A0A7M7G9W6	Q53H12	727071	AGK
A0A7M7M0F7	Q9Y248	LOC408755	GINS2
A0A7M7LPK0	Q92990	LOC102653641	GLMN
A0A7M7IJK7	O76071	551415	CIAO1
A0A7M7R7H8	Q14CW9	409799	ATXN7L3
A0A7M7LT45	O00142	552840	TK2
A0A7M7L935	Q9H0D2	LOC408822	ZNF541
A0A7M7MKX5	Q8IXW5	LOC724863	RPAP2
A0A7M7LNM5	Q9GZP4	727612	PITHD1
A0A7M7IWK8	P30086	408516	PEBP1
H9KL77	P62805	725230	HIST1H4A
A0A7M7RA77	Q96G25	550881	MED8
A0A7M7GAL7	Q99638	LOC100576872	RAD9A
A0A7M7R664	Q9BRG1	412381	VPS25
A0A7M7GVB5	P60880	LOC411114	SNAP25
A0A7M7GX99	Q9BTX1	LOC100576125	NDC1
A0A7M7IER7	Q8IYT3	LOC726827	CCDC170
A0A7M7R7N5	O75398	LOC412296	DEAF1
A0A7M7G954	Q8N1B3	412342	CCNQ
A0A7M7SPD1	Q9NYK5	LOC113218524	MRPL39
A0A7M7MNE7	Q9Y3B4	LOC107964950	SF3B6
A0A7M7SQV2	O95639	LOC412627	CPSF4
A0A7M7MPP7	Q8WXU2	LOC411506	DNAAF4
A0A7M7RCG4	Q9BV57	551839	ADI1
A0A7M7FY08	P51157	724762	RAB28
A0A7M7IJG1	Q5TB80	LOC107963986	CEP162
A0A7M7LRY0	Q52WX2	410562	SBK1
A0A7M7LP27	Q9NWH9	LOC409788	SLTM
A0A7M7GTW1	Q13257	102656337	MAD2L1
A0A7M7SRT7	Q8IYR2	LOC100577194	SMYD4
A0A7M7R6A8	Q6NXE6	408578	ARMC6
A0A7M7R8A8	Q6P4H8	552053	FAM173B
A0A7M7R537	Q96FZ7	410883	CHMP6
A0A7M7G6U3	P83731	724142	RPL24
A0A7M7GB39	P62899	413875	RPL31
A0A7M7RAX1	Q86VD9	551642	PIGZ
A0A7M7MP83	Q5VTY9	LOC725603	HHAT
A0A7M7GLT3	P46776	552318	RPL27A
A0A7M7GV97	Q8IUM7	552367	NPAS4
A0A7M7GSU3	Q9BRT9	LOC100577899	GINS4
A0A7M7R896	Q96BH1	551842	RNF25
A0A7M7LTC3	A2RU49	LOC725458	HYKK
A0A7M7R9B5	Q9H8T0	LOC552831	AKTIP
A0A7M7LTB0	Q6RFH5	724658	WDR74
A0A7M7GB25	P56589	552790	PEX3
A0A7M7R909	P49406	552593	MRPL19
A0A7M7MK81	Q9H7B4	412195	SMYD3
A0A7M7R7M0	Q6P1X6	LOC410349	C8orf82
A0A7M7LMS4	Q9NXB0	LOC102653893	MKS1
A0A7M7LTB4	Q13569	LOC725801	TDG
A0A7M7LRE6	Q9Y608	413006	LRRFIP2
A0A7M7IGD3	Q15528	410973	MED22
A0A7M7RA96	O14653	412913	GOSR2
A0A7M7R2N4	Q7Z429	408303	GRINA
A0A7M7MKL7	Q8WVC6	LOC550703	DCAKD
A0A7M7IHB1	Q6I9Y2	107964891	THOC7
A0A7M7GVS7	Q8WUJ1	LOC724256	CYB5D2
A0A7M7GJP8	Q9H9L4	552703	KANSL2
A0A7M7H1F4	Q9H069	LOC100578975	DRC3
A0A7M7RAM3	O75521	552143	ECI2
A0A7M6UGL5	Q9UGK8	Sergef	SERGEF
A0A7M7H023	P49447	102653815	CYB561
Q1XBG3	P30968	Akhr	GNRHR
A0A7M7GX76	P57088	725957	TMEM33
A0A7M7L5F3	Q8IXY8	LOC724323	PPIL6
A0A7M7TFQ3	P43308	551559	SSR2
A0A7M7R8Q5	O60930	LOC412100	RNASEH1
A0A7M7SRN3	Q9BT09	LOC113219230	CNPY3
A0A7M7IGL3	O94885	LOC413382	SASH1
A0A7M7MQK3	Q9Y2Q5	LOC724446	LAMTOR2
A0A7M7GV25	P63172	551652	DYNLT1
A0A7M7GP01	P82663	411924	MRPS25
A0A7M7GVK1	Q9BQ95	LOC726612	ECSIT
A0A7M7SPX7	Q587J7	LOC100576436	TDRD12
A0A7M7MRZ8	Q9UPQ8	LOC724234	DOLK
A0A7M7GVT8	Q9UKX7	LOC410864	NUP50
A0A7M7G1T6	Q9Y2B2	724648	PIGL
A0A7M7GS98	Q5T8D3	726922	ACBD5
A0A7M7GSH0	Q15543	102653702	TAF13
A0A7M7RB65	Q9BUE6	552616	ISCA1
A0A7M7RAP7	Q3KRA9	552732	ALKBH6
A0A7M7TF58	Q9BYN7	LOC410328	ZNF341
A0A7M7GW50	P62995	725195	TRA2B
A0A7M7H7J7	O00422	LOC100576967	SAP18
A0A7M7R6A1	Q9HCU5	LOC410340	PREB
A0A7M7R710	Q13951	410347	CBFB
A0A7M7H2U4	Q5VWZ2	725796	LYPLAL1
A0A7M7GEA5	O75940	410027	SMNDC1
A0A7M7L1Q6	Q96LW2	LOC410933	RSKR
A0A7M7GN40	Q9P0N9	LOC725584	TBC1D7
A0A7M7R532	Q02338	LOC409087	BDH1
A0A7M7IRD1	Q5U3C3	413065	TMEM164
A0A7M7TFA7	Q14691	412072	GINS1
A0A7M7GNT9	P08708	724233	RPS17
A0A7M7IFP5	Q9NRG9	100576146	AAAS
H9KEI2	P39019	726270	RPS19
A0A7M7G0I8	Q1RMZ1	727303	BMT2
A0A7M7R9M5	Q16560	551177	SNRNP35
A0A7M7LIJ4	P49790	727447	NUP153
A0A7M7LKD9	Q9BXT8	LOC724356	RNF17
A0A7M7G929	Q9NXG2	100578697	THUMPD1
A0A7M7LN00	O00233	LOC410128	PSMD9
A0A7M7R6E5	Q9BRR6	413336	ADPGK
A0A7M7R5S9	Q9BUL8	412160	PDCD10
A0A7M7LM05	P49773	LOC102656183	HINT1
