source	target	source_gene	target_gene
A0A7M7GZ30	Q9W326	409385	Dmel\CG42797
A0A7M7RAS0	P31409	551721	Vha55
A0A7M7L1F8	P10040	LOC725591	crb
A0A7M7MLW4	Q9VH19	LOC409923	Invadolysin
A0A7M7R7R8	Q9VX31	LOC551355	IntS2
A0A7M7R8I6	Q9VBX1	LOC412408	Clbn
A0A7M7MVT5	P08630	LOC410649	Btk29A
A0A7M7IIX0	Q6QU65	LOC410600	Meltrin
A0A7M7MKX2	Q9VT00	LOC409252	Jarid2
A0A7M7TFC0	Q9VMQ8	412346	Vps52
A0A7M7L2Q9	Q9VQG0	LOC726159	Tnpo-SR
A0A7M7R2X6	Q9VE46	LOC408935	CG7708
A0A7M7GSU0	Q9VY06	LOC552457	Dmel\CG9514
A0A7M7MTX5	Q9W2I0	LOC409177	CG30386
A0A7M7MQ21	Q7K0Y1	LOC551531	CG5033
A0A7M7ILN7	Q9V9S7	LOC409836	RhoGAP100F
A0A7M7INF4	Q9VY00	410748	Dmel\CG9503
A0A7M7R611	Q9VIW7	409653	RtcB
A0A7M7MSW6	D6W4U0	727146	CG3376-RA
A0A7M7GYR7	Q9VY47	LOC410061	FBgn0259166
A0A7M7R5S8	Q8MSQ4	409125	Mekk1
A0A7M7L4K2	A1Z9K8	LOC726461	Prosap
A0A7M7R9M0	Q9VC19	412681	Dmel\CG3744
A0A7M7IER1	Q9VL32	LOC410944	Sur
A0A7M7LRA0	Q7K4Y6	412285	DAT
A0A7M7ILD8	M9PB01	LOC100576709	Wdr62
A0A7M7ILW7	P54385	409253	Gdh
A0A7M7R699	Q9VTZ5	413167	Tsf2
A0A7M7GX79	P00967	LOC100577675	ade3
A0A7M7RBZ4	Q9V3N6	552723	TM9SF4
A0A7M7GQ47	A0A0B4JCZ0	LOC552573	CG5077
A0A7M7R7Q4	Q9W5D4	551578	tw
A0A7M7H0G0	Q9W5Y0	408500	Nep3
A0A7M7GJC3	Q9VTC1	551822	DmRH27
A0A7M7H044	Q9VRN1	LOC551549	TM9SF3
A0A7M7RAR1	Q9VU68	412495	flr
A0A7M7IID1	B7Z0E2	414014	Unr
A0A7M7L4D2	Q9VZX7	LOC726497	Atg2
A0A7M7MVS7	Q9VCI4	LOC412513	Dmel\CG10217
A0A7M7IUB9	Q7YU24	410263	Marf
A0A7M7R5I4	P35381	409114	blw
A0A7M7IEP1	Q7KJ08	LOC408718	Alk
A0A7M7GPE3	Q9VP80	LOC413410	siz
A0A7M7MUT4	Q9VTS9	411569	rols
A0A7M7IWN6	Q9W179	LOC408519	Slik
A0A7M7R7Y4	Q9W213	LOC412739	robo1
A0A7M7R9W2	A1ZBE9	413796	MetRS
A0A7M7R4I5	Q9V477	LOC410231	Tollo
A0A7M7TFK5	Q9W196	LOC413096	Dmel\CG3356
A0A7M7IRS6	Q9VA73	LOC408967	aralar1
A0A7M7R8P2	Q9VZU7	552324	Usp5
A0A7M7SQE2	Q9VPW4	LOC725579	mtRNApol
A0A7M7R4N2	A0A0B4K692	410380	Nep2
A0A7M7IN86	Q9VRR2	LOC411811	Dmel\CG10483
A0A7M7GYD9	A1ZBL9	LOC410717	par-1
A0A7M7RA11	Q9VB05	412662	ALiX
A0A7M6UWU9	Q9W023	MARCH6	Dmel\CG1317
A0A7M7G0C9	Q7KTZ4	LOC726791	rempA
A0A7M7R8V9	Q8IRD5	LOC412331	Strip
B9VMQ5	Q9VIC6	409003	Nlg3
A0A7M7MU82	A0A0B4KHX7	LOC725088	Gcn2
A0A7M7R702	Q9V411	410799	Non1
A0A7M7GU49	Q8STG9	LOC725571	Sec61alpha
A0A7M7R7K7	Q9V397	410325	Mtpalpha
A0A7M7SS65	E9NA96	LOC412949	Ir25a
A0A7M7R6I6	Q9V853	412866	Smurf
A0A7M7TEW6	Q24560	408782	betaTub56D
A0A7M7GL48	Q9VAG2	413256	neo
A0A7M7R3B6	P12613	409134	CCT1
A0A7M7IGN8	A0A0B4K709	LOC410021	lincRNA.840
A0A7M7R8B8	A1Z6J2	411459	SCAP
A0A7M7GDS2	Q9W3L1	413146	Upf2
A0A7M7IFC7	Q9GQF1	LOC413073	syd
A0A7M7R8X3	X2J9P4	552477	Dmel\CG11319
A0A7M7IN56	Q9V463	LOC412721	Nup154
A0A7M7IH41	P42124	552235	E(z)
A0A7M7RB73	P35875	552095	Parp
A0A7M7L8N7	Q00168	Camkii	CaMKII
A0A7M7L949	Q8T8W3	LOC413012	Past1
A0A7M7TFB4	Q9VHR8	412232	DppIII
A0A7M7GQZ8	X2JC00	409255	RhoGAP1A
A0A7M7L0P0	P35832	LOC725294	Ptp99A
A0A7M7ILU1	Q8T062	LOC411396	Nep4
A0A7M7R6Y6	Q7KN90	411167	CysRS
A0A7M7R7G5	P48608	LOC412191	dia
A0A7M7R926	Q9VYW4	LOC413390	Dmel\CG1703
A0A7M7R753	O02649	409384	Hsp60A
A0A7M7IGK8	Q07327	LOC412924	Rop
A0A7M7R5E6	Q9VDC9	411905	Oga
A0A7M7TF42	P32866	410632	Gprk2
A0A7M7H4W5	Q9W1X5	LOC410725	nahoda
A0A7M7MVC1	Q7YZH1	LOC413377	rno
A0EIZ8	P04755	nAChRbeta1	nAChRbeta1
A0A7M7GP14	Q9VP10	412293	S1P
A0A7M7L381	Q0E8N3	LOC410696	nolo
A0A7M7GXY9	Q9W0R3	LOC551573	Ptpmeg
A0A7M7GMJ6	Q0KI33	LOC408546	Dmel\CG7956
A0A7M7R5P6	Q9VR07	411729	ine
Q6QHT2	P17644	nAChRalpha2	nAChRalpha2
A0A7M7GTH2	Q05825	551766	ATPsynbeta
A0A7M7LRC0	Q9V3C0	LOC408524	abs
A0A7M7GMC9	Q9VZ04	411730	GCS1
A0A7M7RAN0	Q9VW60	LOC552216	Ac76E
A0A7M7GVQ8	Q24451	552382	alpha-Man-IIa
A0A7M7R6R1	Q7K4B6	410485	CG4050
A0A7M7R8X8	Q9VW13	413652	Dmel\CG9330
A0A7M7R612	Q0E940	410100	eIF3b
A0A7M7H3B9	P05303	544670	eEF1alpha2
A0A7M7GKL3	X2JAU8	LOC409323	nwk
A0A7M7R6Z1	Q8MQY9	410745	Dm
A0A7M7H0L7	Q9VXG8	LOC100576402	mei-41
A0A7M7L7C8	Q9W0L6	LOC725015	Dmel\CG13907
A0A7M7R8Q0	Q7JWF1	552343	Etf-QO
A0A7M7R6E8	Q9VSP0	409664	Dmel\CG6511
A0A7M7R7X7	Q94517	411503	Rpd3
A0A7M7R6V2	E1JJ52	409346	plx
A0A7M7L2E4	Q9VR61	LOC411481	S6kII
A0A7M7R8D2	Q9W0S7	LOC552259	Tudor-SN
A0A7M7L5Y4	Q7PLS8	LOC411177	IntS3
A0A7M7GX52	Q7KN04	410824	fat-spondin
A0A7M7R501	Q9VEC1	411043	MED17
A0A7M7R9Y4	Q9VVU6	551493	Dmel\CG6841
A0A7M7IKK4	Q9V9J3	412588	Src42A
A0A7M7GTJ1	Q9VB25	LOC413170	Klp98A
A0A7M7GQU3	Q9I7F7	LOC552576	Ack-like
A0A7M7R851	Q9VC18	412467	BEST:GH11240
A0A7M7SQM8	Q9VZX9	LOC551762	AhcyL1
A0A7M7MPR9	Q9W3K5	LOC100578132	Gclc
Q1MU16	Q9V9R3	Ac3	Ac3
A0A7M7R3K6	P08111	409348	l(2)gl
A0A7M7GST0	Q8MRC9	LOC410470	pgant9
A0A7M7RDN6	Q24247	LOC552742	mew
A0A7M7R569	P08841	410994	betaTub60D
A0A7M7IK47	Q9VW97	726469	Su(var)3-3
A0A7M7LP82	P07207	LOC413289	N
A0A7M7R7P2	E1JJR3	LOC409993	pcm
A0A7M7MQA3	A8JUX3	LOC411888	Dmel\CG9095
A0A7M7GNN5	Q9VUL1	551835	CTPsyn
A0A7M7H463	Q05733	LOC408587	Hdc
A0A7M7R7T9	Q9VS57	412505	Sec63
A0A7M7IEC4	B7Z0W9	LOC410820	OtopLc
A0A7M7R669	Q9VPB1	410357	CG3634
A0A7M7MS21	P11584	LOC406097	mys
A0A7M7TF89	Q9VA38	411678	wts
A0A7M7IHR8	Q9V730	408293	ttv
A0EIZ3	A0A0S0WNY8	724143	nAChRalpha4
A0A7M7H278	Q8IGJ0	LOC724826	stmA
A0A7M7GY41	Q24025	LOC410035	sog
A0A7M7GPN2	Q9VUY8	LOC725612	Strumpellin
A0A7M6UEK0	Q9VTK2	551420	rt
A0A7M7GNE7	Q9W1H4	408752	DNAlig1
A0A7M7MGF8	Q24134	LOC411415	TH1
A0A7M7TF60	Q9VFV8	411026	Dmel\CG9799
A0A7M7GYU2	P09208	725827	InR
A0A7M7MKV5	Q9Y113	LOC100578503	NELF-B
A0A7M7MMZ9	P09478	726214	nAChRalpha1
A0A7M7RBH8	Q9VQY4	550918	Atet
A0A7M7R5N3	Q9W392	409809	CCT2
A0A7M7L7D3	P35415	LOC409787	Prm
A0A7M7GQB5	A1Z9U2	410613	jef
A0A7M7R765	Q9VK85	413943	eRF3
A0A7M7TFH6	Q9VKB2	LOC412456	Ced-12
A0A7M7LPW6	Q6AWD5	552221	FCHo
A0A7M7MPY5	Q95TS5	LOC551270	IntS9
A0A7M7GPW1	Q04499	LOC411808	slgA
A0A7M7GNP7	Q8IPJ4	LOC552330	Nhe3
A0A7M7GYM5	Q9VAK7	413670	Dmel\CG2010
A0A7M7GR77	Q9VC05	LOC408952	Osbp
A0A7M7GZ93	Q9W493	LOC412888	Dmel\CG4096
A0A7M7MUV7	O76460	409447	okr
A0A7M7L6E8	Q7KRY7	LOC413669	scrib
A0A7M7R7N1	Q8MV48	411799	GalNAc-T2
A0A7M7R684	Q9VEP9	409883	Sf3a1
A0A7M7MUR4	Q9V9R2	LOC725467	Cul2
A0A7M7MUZ2	A0A0B7P9G0	LOC552800	uex
A0A7M7R6U5	Q9NG98	LOC410571	Top3alpha
A0A7M7FZR2	Q7PLP5	LOC726291	FBgn0039955
A0A7M7TFJ4	Q7KK96	412832	SMC2
A0A7M7R401	Q7KKI0	409825	CCT5
A0A7M7R5P8	Q9VIE7	409846	bur
A0A7M7IIB3	Q9VEX0	LOC410233	Sulf1
A0A7M7RBK8	Q9V434	LOC551088	AsnRS
A0A7M7H2G3	Q24179	410849	Slh
A0A7M7R8V5	Q9VQY8	550700	Vps53
A0A7M7R8C3	Q9V3D9	552114	Srp54k
A0A7M7IHZ2	P08510	LOC408343	Sh
A0A7M7R4P5	P36872	410604	tws
A0A7M7MPU6	P00528	LOC413464	Src64B
A0A7M7H675	Q9V9E3	413657	CG3107
A0A7M7L666	Q9VPH7	LOC725555	eRF1
A0A7M7H096	Q9VHL2	550694	CCT7
A0A7M7IKF2	Q9W2N6	LOC413578	Dmel\CG9346
A0A7M7GQD3	Q8INR6	LOC411070	gpp
A0A7M7R4R8	A8JNN5	LOC410970	GAPcenA
A0A7M7R9L5	Q9V3A7	413418	glu
A0A7M7GRE8	Q6WV17	LOC413987	pgant5
A0A7M7R5A6	P48605	409296	CCT3
A0A7M7MPP1	Q8IQV1	LOC409460	Papss
A0A7M7LPS1	Q7KTA0	411738	rk
A0A7M7SRS6	Q9VWV5	LOC551770	CG6247
A0A7M7M1G5	P14773	550724	Hmgcr
A0A7M7L2W0	P18106	411582	FER
A0A7M7IG58	P28159	413870	Su(H)
A0A7M7R7W3	O46067	LOC551763	EG:25E8.1
A0A7M7R7U5	Q9VTT0	LOC410589	Sema5c
A0A7M7IIV0	Q9VQ78	LOC725910	TBCD
A0A7M7R7L5	Q9VAH7	411758	yata
A0A7M7RBV0	Q9VWC8	LOC552495	Pmp70
A0A7M7L620	Q9V8R9	LOC408792	cora
A0A7M7R4I8	O62530	408418	AP-2mu
A0A7M7R546	Q9VP46	410950	Q9VP46
A0A7M7GVV0	Q9W327	551538	LysRS
A0A7M7L751	Q9NBK5	LOC724929	trc
A0A7M7IHL8	Q1RL13	LOC408991	GLS
A0A7M7MP61	Q9W0C5	LOC412749	ABCB7
A0A7M7MVG7	Q86P18	LOC724865	CG6166
A0A7M7GJM3	Q7KMJ6	552467	nito
A0A7M7GQS4	A0A0B4LEZ1	LOC409968	Sec31
A0A7M7R9H6	A1Z9X0	413834	aPKC
A0A7M7RA26	P52029	551154	Pgi
A0A7M7TFP5	Q9VC92	LOC413942	Dmel\CG6432
A0A7M7R6I8	M9PER3	408910	Dmel\CG13293
A0A7M7MMG7	Q9VKJ3	LOC725332	Nup160
A0A7M7H7B8	Q7KMQ0	551343	Rpt1
Q5UAF0	Q9VA09	408880	Gycbeta100B
A0A7M7R798	Q9VWD3	409565	Dmel\CG12531
A0A7M7MSZ0	P20228	408432	Gad1
A0A7M7TFH5	Q960Q8	LOC413544	Dmel\CG3511
A0A7M7GAC4	Q9VKW4	411068	Klp31E
A0A7M7MWZ2	X2JG15	LOC410829	Dmel\CG34120
A0A7M7IHP0	Q9W269	409650	Oatp58Dc
A0A7M7R8N5	O46100	413689	Dmel\CG12773
A0A7M7LKA0	Q9V416	408908	BG:DS04929.1
A0A7M7R700	Q9VM75	LOC410319	l(2)k09022
A0A7M7MGR6	A0A0B4KG70	LOC413318	MTA1-like
A0A7M7L258	Q9W060	LOC408774	mv
A0A7M7LMV6	P21187	LOC412602	pAbp
A0A7M7GQT1	Q9VYY9	LOC726727	Evi5
A0A7M7ML72	Q9VXQ5	LOC551295	CCT6
A0A7M7R9B0	Q0E931	551185	Dgp-1
A0A7M7GYT3	Q9VNX4	LOC551113	P5CDh1
A0A7M7R9Q8	Q9VK69	551275	CCT4
A0A7M7R824	Q9VN03	LOC551613	Suv3
A0A7M7R7J9	P48601	551128	Rpt2
A0A7M7GSL1	A1Z6N4	410948	Tdc2
A0A7M6UH56	Q9VTZ1	552646	Gcn5
A0A7M7GRD1	Q9VCK0	409550	eIF3d1
A0A7M7SS12	A8DYA3	LOC551071	tou
A0A7M7M0I5	B7YZL9	LOC724973	Fak
A0A7M7LT65	M9PHQ2	LOC408331	HDAC4
A0A7M7H2F9	P48423	LOC412003	RasGAP1
A0A7M7L0B8	X2JE74	LOC412594	X11L
A0A7M7LQK3	O18645	409577	AMPKalpha
A0A7M7G2S2	Q8MLR7	727030	CG18093
A0A7M7L248	Q9XTM1	552574	Sec10
A0A7M7GNT7	P40798	LOC412455	stc
A0A7M7GTQ2	P17972	LOC412934	Shaw
A0A7M7SS74	M9PE32	LOC410756	Fife
A0A7M7IKW7	Q9VDC6	LOC409109	e
A0A7M7II55	Q9VXK5	107963983	Dmel\CG8939
A0A7M7R5C4	Q59DZ7	411213	Ddr
A0A7M7L326	Q9VD51	LOC413727	pit
A0A7M7R2Q7	Q9VMI3	LOC408367	ND-51
A0A7M7GTP8	Q7KVW5	LOC410317	SK
A0A7M7SS08	P13496	LOC413931	DCTN1-p150
A0A7M7GAK0	Q9VQX4	550885	Naprt
A0A7M7TFW9	Q9VPB7	551754	Dmel\CG11399
A0A7M7MG39	Q9VIH7	413791	sky
A0A7M7GZ41	Q9VK44	412219	ufd2
A0A7M7TFI7	Q9VRK9	LOC412711	Klp64D
A0A7M7IFJ7	Q1W9P9	LOC411038	ec
A0A7M7L7B6	Q9VH85	LOC411078	side-VII
A0A7M7IGT1	Q7JQN4	726537	Rs1
A0A7M7H0B6	Q9VI25	LOC102654127	Neurochondrin
A0A7M7LRX5	A8JR46	408501	Ire1
A0A7M7LNU6	Q9VKA4	LOC100577004	CG31760
A0A7M7IK99	Q9VH02	LOC410114	Dmel\CG6293
A0A7M7GRP3	P83099	LOC411270	Pkcdelta
A0A7M7H0L9	Q94981	413468	ari-1
A0A7M7GZP9	A1ZAU8	LOC408631	Patronin
A0A7M7R8I0	P11346	413448	Raf
A0A7M7R665	Q9VUN0	410229	Toll-6
A0A7M7L971	Q8IQ97	LOC413063	pbl
A0A7M7GDV2	Q9VDE6	LOC410084	Sec15
A0A7M7GQX0	D0UGE6	LOC726252	tnc
A0A7M7IK70	Q9U6A0	412777	Nckx30C
A0A7M7MWA6	A1Z8G0	LOC408598	metro
A0A7M7IEU7	Q9VSC9	LOC411903	CT23145
A0A7M7GSY6	E1JIZ4	409682	Men-b
A0A7M7GZC4	Q94899	409062	alien
A0A7M7R8K3	Q7JZ25	LOC413069	ClC-b
A0A7M7GW57	P42003	409301	Mad
A0A7M7LPY9	P43248	LOC725348	spel1
A0A7M7FXW2	P12080	LOC724548	if
A0A7M7IM42	Q24400	411285	Mlp84B
A0A7M7GZV2	P18459	408930	ple
A0A7M7GSI4	P12646	725325	Zw
A0A7M7IVN9	Q7PL76	551708	lt
A0A7M7III7	Q9NBD7	LOC410545	chb
A0A7M7GY23	Q9VW15	LOC727238	ash1
A0A7M7GZT2	O02373	413356	sgl
A0A7M7RAS2	Q9VVG4	LOC413524	Sec3
A0A7M7TFX2	Q9VP47	LOC551781	CG7338
A0A7M7MX79	Q9W484	LOC412546	CG4078
A0A7M7MPF9	A1Z843	LOC725048	Dmel\CG1371
A0A7M7MQ30	Q9VCH5	408335	Nup98-96
A0A7M7H087	Q9W4P0	411555	Dmel\CG2938
A0A7M7GB14	A1Z814	LOC552620	Dmel\CG1513
A0A7M7R5H2	Q9V8K2	412036	Sec6
Q8MUR0	P25162	406082	nAChRbeta2
A0A7M7SSD1	Q7KTF8	551010	nAChRalpha6
A0A7M7R7S4	Q9VSK2	LOC411982	Cbl
A0A7M7R7H7	Q9VMI9	LOC411563	mtm
A0A7M7R996	Q9VD52	413523	Dmel\CG6015
A0A7M7MQ06	Q8IPJ3	LOC410237	LUBEL
A0A7M7MVT9	Q9VRT4	LOC113219370	CG6600
A0A7M7MLH7	P18173	LOC100576547	Gld
A0A7M7MM70	E1JIM6	LOC411264	ss
A0A7M7R959	A1Z6H6	LOC412784	Dmel\CG7791
A0A7M7FZW5	Q9VLC0	725982	scat
A0A7M7G965	Q7JXU4	LOC725378	Ns2
A0A7M7RAQ3	Q9VFB7	551472	SIDL
A0A7M7GXP4	A0A0B4K6F9	LOC413001	Esyt2
A0A7M7GN54	Q24208	685996	eIF2gamma
A0A7M7TG56	Q8MSY4	LOC552845	Vps51
A0A7M7IJP2	Q9V4C8	LOC551801	Hcf
A0A7M7LKQ6	Q9VQQ9	726595	Sec5
A0A7M7L3N5	Q9VK33	LOC413754	Sfmbt
A0A7M7GX20	Q9VF26	727113	spn-E
A0A7M7R949	P30189	412750	Top1
A0A7M7MV44	A0A0B4KHK8	LOC411772	Cg1607
A0A7M7GRN8	O17444	LOC725064	VAChT
A0A7M7GRI3	O18413	550794	Rpt6
A0A7M7GMD2	Q9VCD1	LOC552019	Root
A0A7M7MQD3	Q8MSU4	LOC552752	Sym
A0A7M7R749	Q9VNG2	413618	Wdr33
A0A7M7R5R9	Q9VG31	LOC411813	Men
A0A7M7MPQ3	Q24118	LOC725949	pigeon
A0A7M7IHV2	A0A0B4K6M2	LOC410001	Rim
A0A7M7GWU4	Q9V9X7	LOC413542	PNPase
A0A7M7GCF9	Q9VI13	724453	Pak
A0A7M7MWL5	Q9VR47	LOC551871	hoe1
A0A7M7MQM0	Q8IMX7	LOC725244	Miro
A0A7M7IMZ9	Q8SXX2	LOC408536	Ance-3
A0A7M7R8Y0	Q07152	550673	ras
A0A7M7GWN8	Q9VPJ1	LOC414012	Nhe1
A0A7M7MR32	Q7PLI0	LOC408311	p120ctn
A0A7M7GBG0	O62531	408391	AP-1mu
A0A7M7MND2	Q9W1K4	LOC550822	egl
A0A7M7RBS2	Q27268	LOC552515	Hel25E
A0A7M7MRU5	Q9W1A8	LOC413753	Dmel\CG4049
A0A7M7R6W3	Q6WV19	LOC411054	pgant2
A0A7M7RDF0	Q8MQJ7	552571	Atg1
A0A7M7R9N9	Q9V3Y8	413493	IKKepsilon
A0A7M7IL05	Q9VUY4	LOC726483	IleRS-m
A0A7M7IQL3	Q9VIK2	LOC410448	CarT
A0A7M7R918	M9MSL3	408706	Hsc70Cb
A0A7M7TFC6	P23257	411508	gammaTub23C
A0A7M7R4Z0	M9MRI4	410998	Trim9
A0A7M7L337	A0A0B4KHI4	LOC408775	Syp
A0A7M7M194	Q9VZ82	LOC552532	LeuRS-m
A0A7M7RA71	D3DML3	550685	Cka
A0A7M7MKG3	Q960Z0	LOC409727	Klp10A
A0A7M7R5E0	Q9VH07	409544	pont
A0A7M7MKH4	P83967	LOC725404	Act88F
A0A7M7RA80	Q9VFU7	LOC412859	side-IV
A0A7M7R7A7	Q9VLC5	550687	Aldh
A0A7M7R9C2	Q9V9K7	LOC413091	Ars2
A0A7M7H7D0	Q9VBP9	LOC409841	Npl4
A0EIZ2	Q9W3G6	725996	nAChRalpha3
A0A7M7R3D7	Q9V3V6	409198	Rpt5
A0A7M7GSC8	Q9V3K3	726816	rept
A0A7M7R9W5	Q9VXN4	LOC550903	ArgRS
A0A7M7SSB3	Q9W3N0	LOC727331	snz
A0A7M7GVT3	Q9W4H9	102654186	fzr
A0A7M6UPF4	Q8MRQ4	551163	CG8135
A0A7M7R6B4	Q9W3N6	412506	p115
A0A7M6UX09	Q7K3B7	LOC552738	Hacl
A0A7M7MUI6	Q7KML2	LOC552757	CG5009
A0A7M7MKQ2	Q9VRW4	LOC408898	Best2
A0A7M7R793	Q9V9A7	410554	l(2)04524
A0A7M7IN38	P13368	LOC410671	sev
A0A7M7GY22	E1JJE6	LOC410819	OtopLa
A0A7M7GWR5	Q8IR48	409932	sbm
A0A7M7LRZ9	O62619	LOC552007	PyK
A0A7M7L0W2	A0A0B4JDC9	LOC724299	Rbp
A0A7M7IIK7	Q9W490	726210	CG15774
A0A7M7G0C7	Q9VQX6	LOC727027	cg3702
A0A7M7R7S3	Q9VHM2	411237	CG8202
A0A7M7RAP2	Q7K3J0	551436	CCT8
A0A7M7IS91	Q24572	552200	Caf1
A0A7M7MPH2	Q9VZE0	LOC408277	dyl
A0A7M7IUD2	Q9VC29	413816	Esp
A0A7M7FYU6	Q05344	726058	Ssrp
A0A7M7ITA0	A1Z709	LOC725241	Corin
A0A7M7TFG6	Q9VKV6	LOC413361	TBC1D16
A0A7M7R5N4	Q8IN89	408949	wrd
A0A7M7MW80	P23128	LOC552206	me31B
A0A7M7IG95	P12024	LOC411864	chp
A0A7M7LLV4	Q9VH90	LOC413699	trbd
A0A7M7LIE4	Q8IRL9	LOC725518	Dmel\CG2990
A0A7M7R488	Q9VHS8	409866	CG7483
A0A7M7SS54	Q9VL61	LOC726944	Dmel\CG5853
A0A7M7GJQ5	Q9VTH1	411182	Ube3a
A0A7M7R5H7	Q9W4F8	409527	Dmel\CG4041
A0A7M7IRR5	Q9VYY4	409469	Cyp4g15
A0A7M7GZA0	A0A0B4KEJ7	412080	coro
A0A7M7R9B8	Q9VLB7	411765	Gdi
A0A7M7R404	A1ZAN6	LOC410127	RhoGEF2
A0A7M7GWK7	Q9VSW1	412069	UGP
A0A7M7R6W5	P05031	410638	Ddc
A0A7M7MR91	Q9VUH6	LOC551449	mop
A0A7M7TG21	O16797	LOC552445	RpL3
A0A7M7MUP8	E1JIT7	LOC411463	Efa6
A0A7M7LTJ1	Q9VW22	LOC412104	l(3)76BDm
A0A7M7R6H6	Q9VFG8	413440	kibra
A0A7M7IP86	Q9VCA5	551101	beta-PheRS
A0A7M7TF48	P32392	410115	Arp3
A0A7M7SNS8	Q24574	408911	Usp47
A0A7M7R5S5	A1Z9M6	409089	VGAT
A0A7M7R6P4	Q9VWP1	LOC411030	Usp39
A0A7M7GZD5	P41572	552712	Pgd
A0A7M7L687	Q9VGI8	LOC412756	Blm
A0A7M7SQP4	Q8SY02	LOC107965041	Oatp26F
A0A7M7R897	Q8INB9	LOC413430	Akt1
A0A7M7LSF1	Q9Y169	LOC726216	sotv
A0A7M7R6A3	Q7K0E6	LOC409945	AspRS
A0A7M7R9Q9	Q94545	413573	ash2
A0A7M7IK23	M9PGQ5	LOC725046	CG9146
A0A7M7TFR7	P17886	551756	crn
A0A7M7IE79	P13709	LOC551826	fs(1)h
A0A7M7GEM9	Q9V6K3	408312	Nrk
A0A7M7R6Y3	Q95TN4	LOC411125	CG7456
A0A7M7R6K7	Q9W245	LOC410941	Dmel\CG4610
A0A7M7R857	Q9VTU4	552056	eIF3l
A0A7M7GLE7	Q9VSE2	LOC724475	mus301
A0A7M7R3N5	Q7KSU3	LOC409440	Dmel\CG8379
Q4LEZ2	P07140	AChE	Ace
A0A7M7TER2	Q27580	408368	Ahcy
A0A7M7TF99	Q9VUY9	411897	Pgm
A0A7M7LRJ2	P46150	LOC412799	Moe
A0A7M7L482	Q9VLU2	Tg	Tg
A0A7M7TF23	A0A0B4KG96	LOC409704	hrg
A0A7M7MK88	Q7KKH3	LOC552280	Mys45A
A0A7M7R9M6	Q9VMY8	413462	aux
A0A7M7MGP7	P53624	LOC100576383	alpha-Man-Ia
A0A7M7R802	Q9VQL1	413011	SerRS
A0A7M7GWM7	M9PE01	552617	Eip63E
A0A7M7KZ21	Q8SX83	LOC412243	spen
A0A7M7R7Q5	P91682	411904	smo
A0A7M7L405	Q9VSU2	LOC724971	teq
A0A7M7R761	Q8SY39	413660	CG6994
A0A7M7R468	Q9VE18	409955	Smu1
A0A7M7R7A6	Q9W323	411227	Ptpmeg2
A0A7M7IJV8	Q7KUD4	410570	iPLA2-VIA
A0A7M7R4U5	Q9VPH8	410855	Rbbp5
A0A7M7R8W0	Q7KUZ9	LOC413549	dCHSY
A0A7M7TF32	Q9VEP6	LOC410482	AdSL
A0A7M7IFD0	Q9W4M9	411579	Nsun2
A0A7M7R6U4	O46106	413963	noi
A0A7M7H4R2	Q9W414	551386	Rpt4
A0A7M7L464	Q24087	LOC725405	mei-9
A0A7M7TFT1	P39736	LOC551225	Bx42
A0A7M7LM65	Q9VVX3	LOC100576247	fz2
A0A7M7IH56	Q9VTH0	LOC100578909	Plod
A0A7M7R924	Q7K4W1	LOC413250	CG6550
A0A7M7H474	Q9VT19	LOC552231	Q9VT19
A0A7M7RAL8	Q9VD53	552194	Dmel\CG13409
A0A7M7R8Z5	Q9V6D6	LOC413730	Cyp301a1
A0A7M7R6F5	Q0KIB0	413370	side-III
A0A7M7H2T2	Q9VFC0	411194	Mau2
A0A7M7R526	Q9V3F2	411447	lace
A0A7M7R5C1	Q9W0K2	LOC411200	Trh
A0A7M7R4T9	Q9VHP0	408276	bel
A0A7M7LN08	Q9NGC3	724383	CenG1A
A0A7M7LSC4	Q9VHB4	LOC726765	Dmel\CG16789
A0A7M7MTU1	Q9VSF2	408458	MED24
A0A7M7MRU8	Q9VWJ6	LOC413223	rictor
A0A7M7R8T8	Q9VPW9	552363	Dmel\CG4552
A0A7M7MRC1	Q9VJI8	LOC725391	ChLD3
A0A7M7GK06	Q9XZ32	724799	Dmel\CG10254
A0A7M7MX03	Q9V778	LOC725343	ADPS
A0A7M7H1J2	Q8T498	LOC724344	CG42684
A0A7M7INT7	A1ZAW0	LOC726766	Dcr-2
A0A7M7LN14	P29349	412529	csw
A0A7M7GTT3	P25123	406124	Rdl
A0A7M7R9D2	Q9Y115	413134	CG4928
A0A7M7KZE4	Q24567	LOC724319	NetA
A0A7M7R5Y2	Q7KTS4	412350	HDAC3
A0A7M7MRW6	Q9VWH7	LOC409574	Pfrx
A0A7M7LQ34	Q9VZ85	LOC412354	RhoGEF64C
A0A7M7LPU2	Q9VC57	550886	atl
A0A7M7IND3	Q9VRH6	LOC102655778	waw
A0A7M7TEY2	Q8I0P1	409576	spas
A0A7M7GUR9	Q9W486	408945	CG3130
A0A7M7SRF6	M9NEY8	LOC412878	Tet
A0A7M7R8D5	Q9U5L1	411542	Gtp-bp
A0A7M7LR84	P49283	LOC494509	Mvl
A0A7M7MN26	Q0E8T7	LOC102656492	Dmel\CG34124
A0A7M7SS34	Q9W365	LOC409777	Ir8a
A0A7M7M584	R9PY60	LOC550984	CG9600
